_identifiers-1	_parent_digital_objects-1.identifier	_digital_object_type.string_key	Master assets filenames	_import_file.original_file_path	_import_file.import_path	_import_file.import_type	Service (Mezzanine) assets filenames	_import_file.service_copy_import_path	_import_file.service_copy_import_type	Access (Streaming) assets filenames	_import_file.access_copy_import_path	_project.string_key	_publish	_publish_targets-1.string_key	_restrictions.restricted_size_image	abstract-1:abstract_value	accession_number-1:accession_number_value	alternative_title-1:alternative_title_value	archivesspace_identifier-1:archivesspace_identifier_value	clio_identifier-1:clio_identifier_value	collection-1:collection_term.value	collection-1:collection_term.uri	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level	coordinates-1:coordinates_value	copyright_note-1:copyright_note_value	culture-1:culture_term.value	date_created_textual-1:date_created_textual_value	date_created-1:date_created_start_value	date_created-1:date_created_end_value	date_created-1:date_created_type	date_created-1:date_created_key_date	digital_origin-1:digital_origin_value	embargo_release_date-1:embargo_release_date_value	extent-1:extent_value	extent-2:extent_value	form-1:form_term.value	frequency-1:frequency_term.authority	genre-1:genre_term.value	internal_note-1:internal_note_value	internal_note-2:internal_note_value	internal_note-3:internal_note_value	internal_note-4:internal_note_value	internal_note-5:internal_note_value	internal_note-6:internal_note_value	internal_note-7:internal_note_value	internal_note-8:internal_note_value	internal_note-9:internal_note_value	language-1:language_term.value	location-1:location_term.value	location-1:location_term.uri	location-1:location_shelf_location-1:location_shelf_location_box_number	location-1:location_shelf_location-1:location_shelf_location_folder_number	location-1:location_shelf_location-1:location_shelf_location_free_text	location-1:location_shelf_location-1:location_shelf_location_item_number	location-1:location_sublocation	name-1:name_term.value	name-1:name_usage_primary	note-1:note_type	note-1:note_value	note-2:note_type	note-2:note_value	note-3:note_type	note-3:note_value	note-4:note_type	note-4:note_value	note-5:note_type	note-5:note_value	note-6:note_type	note-6:note_value	note-7:note_type	note-7:note_value	note-8:note_type	note-8:note_value	note-9:note_type	note-9:note_value	note-10:note_type	note-10:note_value	note_derived_from-1:note_derived_from_value	object_in_context_url-1:object_in_context_url_value	omeka_identifier-1:omeka_identifier_value	order_number-1:order_number_value	place_of_origin-1:place_of_origin_value	publish_note-1:publish_note_value	publisher-1:publisher_value	restriction_on_access-1:restriction_on_access_value	restriction_on_access-1:restriction_on_access_location-1:restriction_on_access_location_term.value	restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value	restriction_on_access-2:restriction_on_access_value	series-1:series_title	series-1:series_issn	series-1:series_number	subject_geographic-1:subject_geographic_term.value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_country_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_region_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_area-1:subject_hierarchical_geographic_area_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_city-1:subject_hierarchical_geographic_city_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_neighborhood_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_zip_code_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1:subject_hierarchical_geographic_street_value	subject_name-1:subject_name_term.value	subject_title-1:subject_title_term.value	subject_topic-1:subject_topic_term.value	table_of_contents_value	title-1:title_non_sort_portion	title-1:title_sort_portion	type_of_resource-1:type_of_resource_value	use_and_reproduction-1:use_and_reproduction_term.value
RBML_BobFass_11749061_BF4266_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: John Kalish talks about his article in the Village Voice with A. Fuentes about employers cheating homeless unemployed people; phone calls from Wayne Schlegel and Ted Gandolfo	cul:artProperties_1987.044		cul:as:id_044	8276974	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Kamakura;Protogeometric	circa 1983 January 05 - 1999 December 31	1983-01-05	1999-12-31	approximate	TRUE	reformatted digital	2051-02-20	00:47:29.356	47 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH086347				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 176	testSet_Folder_044		testSet_BF0044	Archives	Fass, Bob, 1933---Host--Former owner;Ram Dass--Narrator	TRUE	BF number	BF4266	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_044	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	44	Andes;Newburgh (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Democratic National Convention (1968 : Chicago, Ill.);Democratic National Convention (1972 : Miami Beach, Fla.);Democratic National Convention (1976 : New York, N.Y.);Democratic Party (U.S.)	Jackson, Shirley, 1916-1965. Lottery;Subotnick, Morton. Silver apples of the moon. Part 1	Death and burial of a person;Arts;Theater;Shipwrecks in music;Socialism;Sodomy--Law and legislation;Singers			Radio Unnameable 1983 January 05	sound recording	In copyright
RBML_BobFass_11749061_BF4266_01_001	RBML_BobFass_11749061_BF4266_01	asset	RBML_BobFass_11749061_BF4266_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_01_m.wav	external	RBML_BobFass_11749061_BF4266_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Service/RBML_BobFass_11749061_BF4266_01_01_s.wav	external	RBML_BobFass_11749061_BF4266_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Streaming/RBML_BobFass_11749061_BF4266_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: John Kalish talks about his article in the Village Voice with A. Fuentes about employers cheating homeless unemployed people; phone calls from Wayne Schlegel and Ted Gandolfo																	Copyright for this file is very complicated							reformatted digital		00:47:29.356	47 minutes				Barcode: CCOH086347				Year digitized: 2019															BF number	BF4266	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_01_master.wav	https://example.org/cul-omeka/044	cul-omeka/044	cul:pdcd:customOrder_044		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1983 January 05		In copyright
RBML_BobFass_11749061_BF4266_01_002	RBML_BobFass_11749061_BF4266_01	asset	RBML_BobFass_11749061_BF4266_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_02_m.wav	external	RBML_BobFass_11749061_BF4266_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Service/RBML_BobFass_11749061_BF4266_01_02_s.wav	external	RBML_BobFass_11749061_BF4266_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Streaming/RBML_BobFass_11749061_BF4266_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: John Kalish talks about his article in the Village Voice with A. Fuentes about employers cheating homeless unemployed people; phone calls from Wayne Schlegel and Ted Gandolfo																	Copyright for this file is very complicated							reformatted digital		00:47:32.37	48 minutes				Barcode: CCOH086347				Year digitized: 2019															BF number	BF4266	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4266/Master/RBML_BobFass_11749061_BF4266_01_02_master.wav	https://example.org/cul-omeka/045	cul-omeka/045	cul:pdcd:customOrder_045		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 3		In copyright
RBML_BobFass_11749061_BF4268_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: American Agricultural Movement	cul:artProperties_1987.046		cul:as:id_046	8276976	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Edo;Rhodian (culture or style)	1983 January 05 - 1999 December 31	1983-01-05	1999-12-31	inferred	TRUE	reformatted digital		00:47:24.68	47 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH086363				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 176	testSet_Folder_046		testSet_BF0046	Archives	Fass, Bob, 1933---Host--Former owner;Seale, Bobby, 1936---Speaker	TRUE	BF number	BF4268	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass								"RBML copy: Inscribed at top right in blue ink: ""My dear Bob, all the best.  Syl Johnson, 73"						cul:pdcd:customOrder_046	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	46	New York (N.Y.);Troy (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Diggers (San Francisco, Calif.);Dinkins, David N.;Doherty, Joseph Patrick, 1955-;Dohrn, Bernardine	Giraudoux, Jean, 1882-1944. Guerre de Troie n'aura pas lieu;Subotnick, Morton. Sky of cloudless sulphur	Healing--Philosophy;Cycling;Health promotion			Radio Unnameable 1983 January 05	sound recording	In copyright
RBML_BobFass_11749061_BF4268_01_001	RBML_BobFass_11749061_BF4268_01	asset	RBML_BobFass_11749061_BF4268_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_01_m.wav	external	RBML_BobFass_11749061_BF4268_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Service/RBML_BobFass_11749061_BF4268_01_01_s.wav	external	RBML_BobFass_11749061_BF4268_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Streaming/RBML_BobFass_11749061_BF4268_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: American Agricultural Movement																	Copyright for this file is very complicated							reformatted digital		00:47:24.68	47 minutes				Barcode: CCOH086363				Year digitized: 2019															BF number	BF4268	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass								"RBML copy: Inscribed at top right in blue ink: ""My dear Bob, all the best.  Syl Johnson, 73"			/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_01_master.wav	https://example.org/cul-omeka/046	cul-omeka/046	cul:pdcd:customOrder_046		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1983 January 05		In copyright
RBML_BobFass_11749061_BF4268_01_002	RBML_BobFass_11749061_BF4268_01	asset	RBML_BobFass_11749061_BF4268_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_02_m.wav	external	RBML_BobFass_11749061_BF4268_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Service/RBML_BobFass_11749061_BF4268_01_02_s.wav	external	RBML_BobFass_11749061_BF4268_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Streaming/RBML_BobFass_11749061_BF4268_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: American Agricultural Movement																	Copyright for this file is very complicated							reformatted digital		00:47:25.673	47 minutes				Barcode: CCOH086363				Year digitized: 2019															BF number	BF4268	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4268/Master/RBML_BobFass_11749061_BF4268_01_02_master.wav	https://example.org/cul-omeka/047	cul-omeka/047	cul:pdcd:customOrder_047		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 5		In copyright
RBML_BobFass_11749061_BF4482_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Barry Crimmins tape; guest is Al-Hajj Idris Muhammed, founder of the Adam Adul Hakim (Larry Davis) Defense Committee	cul:artProperties_1987.048		cul:as:id_048	8276978	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Meiji;Sicyonian	1983 January 11 - 1999 December 31	1983-01-11	1999-12-31		TRUE	reformatted digital		00:47:28.61	47 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH085405				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 187	testSet_Folder_048		testSet_BF0048	Archives	Fass, Bob, 1933---Host--Former owner;Smith, Patti--Performer	TRUE	BF number	BF4482	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_048	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	48	Los Angeles (Calif.);Rochester (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Dowland, John, 1563?-1626;Drasin, Dan;Drasin, Daniel, 1942-;Drexler, William	Jackson, Shirley, 1916-1965. Renegade;Subotnick, Morton. Then and now and forever	Wiretapping;Women labor leaders			Radio Unnameable 1983 January 11	sound recording	In copyright
RBML_BobFass_11749061_BF4482_01_001	RBML_BobFass_11749061_BF4482_01	asset	RBML_BobFass_11749061_BF4482_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_01_m.wav	external	RBML_BobFass_11749061_BF4482_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Service/RBML_BobFass_11749061_BF4482_01_01_s.wav	external	RBML_BobFass_11749061_BF4482_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Streaming/RBML_BobFass_11749061_BF4482_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Barry Crimmins tape; guest is Al-Hajj Idris Muhammed, founder of the Adam Adul Hakim (Larry Davis) Defense Committee																	Copyright for this file is very complicated							reformatted digital		00:47:28.61	47 minutes				Barcode: CCOH085405				Year digitized: 2019															BF number	BF4482	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_01_master.wav	https://example.org/cul-omeka/048	cul-omeka/048	cul:pdcd:customOrder_048		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1983 January 11		In copyright
RBML_BobFass_11749061_BF4482_01_002	RBML_BobFass_11749061_BF4482_01	asset	RBML_BobFass_11749061_BF4482_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_02_m.wav	external	RBML_BobFass_11749061_BF4482_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Service/RBML_BobFass_11749061_BF4482_01_02_s.wav	external	RBML_BobFass_11749061_BF4482_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Streaming/RBML_BobFass_11749061_BF4482_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Barry Crimmins tape; guest is Al-Hajj Idris Muhammed, founder of the Adam Adul Hakim (Larry Davis) Defense Committee																	Copyright for this file is very complicated							reformatted digital		00:47:34.886	48 minutes				Barcode: CCOH085405				Year digitized: 2019															BF number	BF4482	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF4482/Master/RBML_BobFass_11749061_BF4482_01_02_master.wav	https://example.org/cul-omeka/049	cul-omeka/049	cul:pdcd:customOrder_049		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 6		In copyright
RBML_BobFass_11749061_BF5067_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Pitching	cul:artProperties_1987.050		cul:as:id_050	8276980	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries III: Cat fanciers' association, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Showa;Spartan	1983 May 03 - 1999 December 31	1983-05-03	1999-12-31		TRUE	reformatted digital		00:47:37.951	48 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH077739	Part designation from PDCD sheet: Part number 2			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 209	testSet_Folder_050		testSet_BF0050	Archives	Fass, Bob, 1933---Host--Former owner;Van Ronk, Dave--Speaker	TRUE	BF number	BF5067	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references				cul:pdcd:customOrder_050	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	50	Paris (France);Roslyn (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Durand, Earl, 1913-1939;Dworman, Menachem;Dylan, Bob, 1941-;Eby, Kermit, 1903-1962	Jackson, Shirley, 1916-1965. Bird's nest;Subotnick, Morton. Touch	Theatrical companies;Impeachment			Radio Unnameable 1983 May 03	sound recording	In copyright
RBML_BobFass_11749061_BF5067_01_001	RBML_BobFass_11749061_BF5067_01	asset	RBML_BobFass_11749061_BF5067_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_01_m.wav	external	RBML_BobFass_11749061_BF5067_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Service/RBML_BobFass_11749061_BF5067_01_01_s.wav	external	RBML_BobFass_11749061_BF5067_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Streaming/RBML_BobFass_11749061_BF5067_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Pitching																	Copyright for this file is very complicated							reformatted digital		00:47:37.951	48 minutes				Barcode: CCOH077739	Part designation from PDCD sheet: Part number 2			Year digitized: 2019															BF number	BF5067	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_01_master.wav	https://example.org/cul-omeka/050	cul-omeka/050	cul:pdcd:customOrder_050		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1983 May 03		In copyright
RBML_BobFass_11749061_BF5067_01_002	RBML_BobFass_11749061_BF5067_01	asset	RBML_BobFass_11749061_BF5067_01_02_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_02_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_02_m.wav	external	RBML_BobFass_11749061_BF5067_01_02_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Service/RBML_BobFass_11749061_BF5067_01_02_s.wav	external	RBML_BobFass_11749061_BF5067_01_02_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Streaming/RBML_BobFass_11749061_BF5067_01_02_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Pitching																	Copyright for this file is very complicated							reformatted digital		00:47:34.885	48 minutes				Barcode: CCOH077739	Part designation from PDCD sheet: Part number 2			Year digitized: 2019															BF number	BF5067	Original format	audio compact cassette	Dimensions	Audiocassette	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF5067/Master/RBML_BobFass_11749061_BF5067_01_02_master.wav	https://example.org/cul-omeka/051	cul-omeka/051	cul:pdcd:customOrder_051		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Part number 1		In copyright
RBML_BobFass_11749061_BF4480_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Pitching	cul:artProperties_1987.052		cul:as:id_052	8276982	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.4: Radio Unnameable, 1990-2011	subseries	2	Sub-subseries III: Cat fanciers' association, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Nara;Trojan	1983 May 03 - 1999 December 31	1983-05-03	1999-12-31		TRUE	reformatted digital		00:33:01.341	33 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH085383		"Notes on quality and contents: Fass's voice only comes through the right audio at the end of the file, but I have ""Passed"" this file"		Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 187	testSet_Folder_052		testSet_BF0052	Archives	Fass, Bob, 1933---Host--Former owner	TRUE	BF number	BF4480	Original format	audio compact cassette			Base material	Polyester	Acquisition	Gift of Bob Fass					Language	English; interview portion is in Yoruba with simultaneous English interpretation								cul:pdcd:customOrder_052	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	52	Central Park (New York, N.Y.);Ticonderoga (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	El Din, Hamza;ElectroMotive Force (Musical group);Elliot, Steve;Elman, Richard M.	Realist (New York, N.Y.);Subotnick, Morton. Trembling	Women radicals;Women radio talk show hosts;African American political activists;Income tax;Politics and culture;Industrial buildings;Interfaith relations;Freedom of speech			Radio Unnameable 1983 May 03	sound recording	In copyright
